DestinationID,Name,State,Type,Popularity,BestTimeToVisit,Season,PopularityTier,AvgRating,ReviewCount,RatingStd,TextReviewCount,BudgetLevel,CompositeScore
181,Taj Mahal,Uttar Pradesh,Historical,9.236840653145723,Nov-Feb,Year-round,Top Attraction,1.0,1.0,0.0,1.0,Premium,0.6356546761274208
182,Goa Beaches,Goa,Beach,8.332585021952074,Nov-Mar,Year-round,Emerging,2.0,1.0,0.0,1.0,Budget,1.0329419092338399
183,Jaipur City,Rajasthan,City,8.872498743885908,Oct-Mar,Year-round,Popular,1.0,1.0,0.0,1.0,Moderate,0.6345616503996414
184,Kerala Backwaters,Kerala,Nature,7.816345212118861,Sep-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4234490356363567
185,Leh Ladakh,Jammu and Kashmir,Adventure,8.242881342868039,Apr-Jun,Year-round,Emerging,3.5,0.0,,,Budget,1.4247286440286042
186,Taj Mahal,Uttar Pradesh,Historical,8.118994457168691,Nov-Feb,Year-round,Emerging,3.5,0.0,,,Budget,1.4243569833715062
187,Goa Beaches,Goa,Beach,8.843079930515232,Nov-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4265292397915459
188,Jaipur City,Rajasthan,City,8.202625978518912,Oct-Mar,Year-round,Emerging,4.0,2.0,1.4142135623730951,2.0,Budget,1.9541915645359897
189,Kerala Backwaters,Kerala,Nature,8.649611762507414,Sep-Mar,Year-round,Popular,5.0,1.0,0.0,1.0,Moderate,2.233892989455506
190,Leh Ladakh,Jammu and Kashmir,Adventure,9.150588626183191,Apr-Jun,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4274517658785497
191,Taj Mahal,Uttar Pradesh,Historical,8.072256876114661,Nov-Feb,Year-round,Emerging,2.5,2.0,2.1213203435596424,2.0,Budget,1.353800457228777
192,Goa Beaches,Goa,Beach,8.419905788920559,Nov-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.4252597173667618
193,Jaipur City,Rajasthan,City,7.672819736516948,Oct-Mar,Year-round,Hidden Gem,5.0,2.0,0.0,2.0,Budget,2.3526021458099837
194,Kerala Backwaters,Kerala,Nature,7.764994888805412,Sep-Mar,Year-round,Hidden Gem,3.0,1.0,0.0,1.0,Budget,1.4312391388344001
195,Leh Ladakh,Jammu and Kashmir,Adventure,9.09297245471366,Apr-Jun,Year-round,Top Attraction,2.5,2.0,2.1213203435596424,2.0,Premium,1.356862603964574
196,Taj Mahal,Uttar Pradesh,Historical,8.393643741715653,Nov-Feb,Year-round,Emerging,4.0,1.0,0.0,1.0,Budget,1.8331250853931307
197,Goa Beaches,Goa,Beach,9.433855269535494,Nov-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4283015658086067
198,Jaipur City,Rajasthan,City,8.25589320047637,Oct-Mar,Year-round,Emerging,3.0,1.0,0.0,1.0,Budget,1.432711833769413
199,Kerala Backwaters,Kerala,Nature,9.112874173872637,Sep-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.427338622521618
200,Leh Ladakh,Jammu and Kashmir,Adventure,7.77167518972464,Apr-Jun,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.423315025569174
201,Taj Mahal,Uttar Pradesh,Historical,7.653509093644129,Nov-Feb,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4229605272809325
202,Goa Beaches,Goa,Beach,8.24671865641993,Nov-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.4247401559692598
203,Jaipur City,Rajasthan,City,9.04284018561824,Oct-Mar,Year-round,Top Attraction,2.0,1.0,0.0,1.0,Premium,1.0350726747248384
204,Kerala Backwaters,Kerala,Nature,7.96348370355229,Sep-Mar,Year-round,Hidden Gem,2.5,2.0,0.7071067811865476,2.0,Budget,1.3534741377110897
205,Leh Ladakh,Jammu and Kashmir,Adventure,8.456754675076878,Apr-Jun,Year-round,Emerging,3.5,0.0,,,Budget,1.4253702640252308
206,Taj Mahal,Uttar Pradesh,Historical,9.282226276103572,Nov-Feb,Year-round,Top Attraction,5.0,1.0,0.0,1.0,Premium,2.2357908329962943
207,Goa Beaches,Goa,Beach,8.560557283746103,Nov-Mar,Year-round,Popular,3.0,2.0,0.0,2.0,Moderate,1.5552653584516714
208,Jaipur City,Rajasthan,City,9.232664943302456,Oct-Mar,Year-round,Top Attraction,3.0,1.0,0.0,1.0,Premium,1.4356421489978912
209,Kerala Backwaters,Kerala,Nature,7.650543289908463,Sep-Mar,Year-round,Hidden Gem,2.6666666666666665,3.0,1.5275252316519465,3.0,Budget,1.5055066048723593
210,Leh Ladakh,Jammu and Kashmir,Adventure,8.277611273067814,Apr-Jun,Year-round,Emerging,1.5,2.0,0.7071067811865476,2.0,Budget,0.9544165204196364
211,Taj Mahal,Uttar Pradesh,Historical,8.188261257930963,Nov-Feb,Year-round,Emerging,1.5,2.0,0.7071067811865476,2.0,Budget,0.9541484703742259
212,Goa Beaches,Goa,Beach,9.149424673009314,Nov-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.427448274019028
213,Jaipur City,Rajasthan,City,7.971646077114067,Oct-Mar,Year-round,Hidden Gem,4.0,1.0,0.0,1.0,Budget,1.8318590923993259
214,Kerala Backwaters,Kerala,Nature,8.37824470003113,Sep-Mar,Year-round,Emerging,2.0,1.0,0.0,1.0,Budget,1.033078888268077
215,Leh Ladakh,Jammu and Kashmir,Adventure,7.584036611041155,Apr-Jun,Year-round,Hidden Gem,4.0,2.0,1.4142135623730951,2.0,Budget,1.9523357964335564
216,Taj Mahal,Uttar Pradesh,Historical,9.36720219996661,Nov-Feb,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4281016065999
217,Goa Beaches,Goa,Beach,9.14476464169103,Nov-Mar,Year-round,Top Attraction,2.5,2.0,2.1213203435596424,2.0,Premium,1.357017980525506
218,Jaipur City,Rajasthan,City,9.034168574407344,Oct-Mar,Year-round,Top Attraction,2.0,1.0,0.0,1.0,Premium,1.0350466598912056
219,Kerala Backwaters,Kerala,Nature,9.23761035529466,Sep-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4277128310658842
220,Leh Ladakh,Jammu and Kashmir,Adventure,8.869504608299943,Apr-Jun,Year-round,Popular,2.0,1.0,0.0,1.0,Moderate,1.0345526679928836
221,Taj Mahal,Uttar Pradesh,Historical,8.719051821566694,Nov-Feb,Year-round,Popular,3.5,0.0,,,Moderate,1.4261571554647001
222,Goa Beaches,Goa,Beach,8.240843057485613,Nov-Mar,Year-round,Emerging,3.0,1.0,0.0,1.0,Budget,1.4326666833404407
223,Jaipur City,Rajasthan,City,8.936949815863377,Oct-Mar,Year-round,Popular,2.5,2.0,2.1213203435596424,2.0,Moderate,1.356394536048023
224,Kerala Backwaters,Kerala,Nature,8.077912596148288,Sep-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.424233737788445
225,Leh Ladakh,Jammu and Kashmir,Adventure,8.793334588772431,Apr-Jun,Year-round,Popular,3.0,1.0,0.0,1.0,Moderate,1.4343241579343011
226,Taj Mahal,Uttar Pradesh,Historical,7.721478393909334,Nov-Feb,Year-round,Hidden Gem,1.0,1.0,0.0,1.0,Budget,0.6311085893497116
227,Goa Beaches,Goa,Beach,8.882153318904079,Nov-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4266464599567124
228,Jaipur City,Rajasthan,City,8.534275498218907,Oct-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4256028264946567
229,Kerala Backwaters,Kerala,Nature,7.603935909874509,Sep-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4228118077296237
230,Leh Ladakh,Jammu and Kashmir,Adventure,7.619039723254248,Apr-Jun,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.422857119169763
231,Taj Mahal,Uttar Pradesh,Historical,7.788256139986302,Nov-Feb,Year-round,Hidden Gem,5.0,1.0,0.0,1.0,Budget,2.2313089225879423
232,Goa Beaches,Goa,Beach,8.789144742286863,Nov-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4263674342268606
233,Jaipur City,Rajasthan,City,7.782973981393143,Oct-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4233489219441795
234,Kerala Backwaters,Kerala,Nature,9.420960540403104,Sep-Mar,Year-round,Top Attraction,1.0,1.0,0.0,1.0,Premium,0.6362070357891929
235,Leh Ladakh,Jammu and Kashmir,Adventure,8.734064597506109,Apr-Jun,Year-round,Popular,1.0,1.0,0.0,1.0,Moderate,0.634146347960502
236,Taj Mahal,Uttar Pradesh,Historical,8.42477279242355,Nov-Feb,Year-round,Emerging,5.0,1.0,0.0,1.0,Budget,2.2332184725452544
237,Goa Beaches,Goa,Beach,8.160740974111713,Nov-Mar,Year-round,Emerging,3.0,2.0,0.0,2.0,Budget,1.5540659095227682
238,Jaipur City,Rajasthan,City,8.127785896913094,Oct-Mar,Year-round,Emerging,1.0,1.0,0.0,1.0,Budget,0.6323275118587229
239,Kerala Backwaters,Kerala,Nature,8.757659224866991,Sep-Mar,Year-round,Popular,5.0,1.0,0.0,1.0,Moderate,2.2342171318425845
240,Leh Ladakh,Jammu and Kashmir,Adventure,8.51845220238507,Apr-Jun,Year-round,Popular,1.0,1.0,0.0,1.0,Moderate,0.6334995107751389
241,Taj Mahal,Uttar Pradesh,Historical,7.668642704912232,Nov-Feb,Year-round,Hidden Gem,4.0,1.0,0.0,1.0,Budget,1.8309500822827205
242,Goa Beaches,Goa,Beach,9.164688152340853,Nov-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4274940644570226
243,Jaipur City,Rajasthan,City,9.068862539358657,Oct-Mar,Year-round,Top Attraction,4.0,1.0,0.0,1.0,Premium,1.8351507417860597
244,Kerala Backwaters,Kerala,Nature,9.011521245140806,Sep-Mar,Year-round,Popular,4.0,1.0,0.0,1.0,Moderate,1.834978717903406
245,Leh Ladakh,Jammu and Kashmir,Adventure,9.459953313645835,Apr-Jun,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4283798599409376
246,Taj Mahal,Uttar Pradesh,Historical,8.617311411386703,Nov-Feb,Year-round,Popular,3.5,0.0,,,Moderate,1.4258519342341602
247,Goa Beaches,Goa,Beach,9.153509849210488,Nov-Mar,Year-round,Top Attraction,2.0,2.0,1.4142135623730951,2.0,Premium,1.1570442161480645
248,Jaipur City,Rajasthan,City,7.879027092891848,Oct-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4236370812786756
249,Kerala Backwaters,Kerala,Nature,8.89428404394321,Sep-Mar,Year-round,Popular,4.0,1.0,0.0,1.0,Moderate,1.8346270062998133
250,Leh Ladakh,Jammu and Kashmir,Adventure,9.151090722807776,Apr-Jun,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4274532721684234
251,Taj Mahal,Uttar Pradesh,Historical,8.041916757088895,Nov-Feb,Year-round,Emerging,2.0,1.0,0.0,1.0,Budget,1.0320699044392503
252,Goa Beaches,Goa,Beach,8.836459649194737,Nov-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4265093789475844
253,Jaipur City,Rajasthan,City,8.125034098865065,Oct-Mar,Year-round,Emerging,4.0,1.0,0.0,1.0,Budget,1.832319256464579
254,Kerala Backwaters,Kerala,Nature,9.143167495034348,Sep-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4274295024851031
255,Leh Ladakh,Jammu and Kashmir,Adventure,8.59789687012441,Apr-Jun,Year-round,Popular,3.0,2.0,1.4142135623730951,2.0,Moderate,1.5553773772108064
256,Taj Mahal,Uttar Pradesh,Historical,8.403655361533389,Nov-Feb,Year-round,Emerging,4.0,1.0,0.0,1.0,Budget,1.833155120252584
257,Goa Beaches,Goa,Beach,8.284116199094758,Nov-Mar,Year-round,Emerging,4.0,1.0,0.0,1.0,Budget,1.832796502765268
258,Jaipur City,Rajasthan,City,7.617165381372276,Oct-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.422851496144117
259,Kerala Backwaters,Kerala,Nature,8.382675748307422,Sep-Mar,Year-round,Emerging,1.0,1.0,0.0,1.0,Budget,0.6330921814129059
260,Leh Ladakh,Jammu and Kashmir,Adventure,7.917003558302456,Apr-Jun,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4237510106749074
261,Taj Mahal,Uttar Pradesh,Historical,8.083688761192684,Nov-Feb,Year-round,Emerging,2.0,2.0,1.4142135623730951,2.0,Budget,1.153834752884011
262,Goa Beaches,Goa,Beach,7.758783397757156,Nov-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4232763501932717
263,Jaipur City,Rajasthan,City,9.407835019184882,Oct-Mar,Year-round,Top Attraction,1.0,1.0,0.0,1.0,Premium,0.6361676592255383
264,Kerala Backwaters,Kerala,Nature,8.025088514803304,Sep-Mar,Year-round,Hidden Gem,4.0,1.0,0.0,1.0,Budget,1.8320194197123936
265,Leh Ladakh,Jammu and Kashmir,Adventure,9.1417227262193,Apr-Jun,Year-round,Top Attraction,3.5,0.0,,,Premium,1.427425168178658
266,Taj Mahal,Uttar Pradesh,Historical,8.91877315803813,Nov-Feb,Year-round,Popular,3.5,0.0,,,Moderate,1.4267563194741146
267,Goa Beaches,Goa,Beach,8.813848708103913,Nov-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4264415461243118
268,Jaipur City,Rajasthan,City,8.015626863328043,Oct-Mar,Year-round,Hidden Gem,2.0,1.0,0.0,1.0,Budget,1.0319910347579677
269,Kerala Backwaters,Kerala,Nature,7.588087849193326,Sep-Mar,Year-round,Hidden Gem,3.0,1.0,0.0,1.0,Budget,1.4307084177155638
270,Leh Ladakh,Jammu and Kashmir,Adventure,8.434929744953086,Apr-Jun,Year-round,Emerging,1.0,1.0,0.0,1.0,Budget,0.6332489434028429
271,Taj Mahal,Uttar Pradesh,Historical,9.23228996203718,Nov-Feb,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4276968698861117
272,Goa Beaches,Goa,Beach,7.935193696560209,Nov-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4238055810896808
273,Jaipur City,Rajasthan,City,9.324373462793442,Oct-Mar,Year-round,Top Attraction,2.6666666666666665,3.0,2.0816659994661326,3.0,Premium,1.5105280953910143
274,Kerala Backwaters,Kerala,Nature,7.777024607207728,Sep-Mar,Year-round,Hidden Gem,3.0,1.0,0.0,1.0,Budget,1.431275227989607
275,Leh Ladakh,Jammu and Kashmir,Adventure,8.388578037562013,Apr-Jun,Year-round,Emerging,3.5,0.0,,,Budget,1.4251657341126862
276,Taj Mahal,Uttar Pradesh,Historical,7.591070676890291,Nov-Feb,Year-round,Hidden Gem,4.0,2.0,1.4142135623730951,2.0,Budget,1.952356898631104
277,Goa Beaches,Goa,Beach,8.694303252963497,Nov-Mar,Year-round,Popular,3.0,2.0,2.8284271247461903,2.0,Moderate,1.5556665963593235
278,Jaipur City,Rajasthan,City,9.120385789350228,Oct-Mar,Year-round,Top Attraction,3.0,1.0,0.0,1.0,Premium,1.4353053115360346
279,Kerala Backwaters,Kerala,Nature,7.841206949727761,Sep-Mar,Year-round,Hidden Gem,2.0,2.0,0.0,2.0,Budget,1.1531073074496163
280,Leh Ladakh,Jammu and Kashmir,Adventure,7.639341731351649,Apr-Jun,Year-round,Hidden Gem,2.0,1.0,0.0,1.0,Budget,1.0308621793620385
281,Taj Mahal,Uttar Pradesh,Historical,9.43086446632471,Nov-Feb,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4282925933989743
282,Goa Beaches,Goa,Beach,8.888987617087139,Nov-Mar,Year-round,Popular,3.0,2.0,1.4142135623730951,2.0,Moderate,1.5562506494516946
283,Jaipur City,Rajasthan,City,8.219242611520933,Oct-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.424657727834563
284,Kerala Backwaters,Kerala,Nature,9.01486652208098,Sep-Mar,Year-round,Popular,1.0,1.0,0.0,1.0,Moderate,0.6349887537342266
285,Leh Ladakh,Jammu and Kashmir,Adventure,8.992391383757372,Apr-Jun,Year-round,Popular,3.5,0.0,,,Moderate,1.4269771741512722
286,Taj Mahal,Uttar Pradesh,Historical,9.362001470283614,Nov-Feb,Year-round,Top Attraction,3.5,0.0,,,Premium,1.428086004410851
287,Goa Beaches,Goa,Beach,9.171525350501778,Nov-Mar,Year-round,Top Attraction,4.0,1.0,0.0,1.0,Premium,1.8354587302194891
288,Jaipur City,Rajasthan,City,8.1727822883656,Oct-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.424518346865097
289,Kerala Backwaters,Kerala,Nature,7.844009444111711,Sep-Mar,Year-round,Hidden Gem,1.0,1.0,0.0,1.0,Budget,0.6314761825003188
290,Leh Ladakh,Jammu and Kashmir,Adventure,7.934186545996741,Apr-Jun,Year-round,Hidden Gem,3.0,1.0,0.0,1.0,Budget,1.431746713805974
291,Taj Mahal,Uttar Pradesh,Historical,8.571800372009168,Nov-Feb,Year-round,Popular,5.0,1.0,0.0,1.0,Moderate,2.233659555284011
292,Goa Beaches,Goa,Beach,8.259128922273915,Nov-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.4247773867668219
293,Jaipur City,Rajasthan,City,7.534360802624437,Oct-Mar,Year-round,Hidden Gem,3.0,3.0,1.0,3.0,Budget,1.6384913907438408
294,Kerala Backwaters,Kerala,Nature,8.553046939554307,Sep-Mar,Year-round,Popular,3.0,1.0,0.0,1.0,Moderate,1.4336032949866466
295,Leh Ladakh,Jammu and Kashmir,Adventure,9.301807912303714,Apr-Jun,Year-round,Top Attraction,3.6666666666666665,3.0,0.5773502691896258,3.0,Premium,1.9104603987395452
296,Taj Mahal,Uttar Pradesh,Historical,8.01345163279451,Nov-Feb,Year-round,Hidden Gem,5.0,1.0,0.0,1.0,Budget,2.231984509066367
297,Goa Beaches,Goa,Beach,7.633292996550987,Nov-Mar,Year-round,Hidden Gem,2.5,2.0,0.7071067811865476,2.0,Budget,1.352483565590086
298,Jaipur City,Rajasthan,City,8.804695152197962,Oct-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.426414085456594
299,Kerala Backwaters,Kerala,Nature,8.966364802325172,Sep-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4268990944069757
300,Leh Ladakh,Jammu and Kashmir,Adventure,7.799198881540521,Apr-Jun,Year-round,Hidden Gem,1.0,2.0,0.0,2.0,Budget,0.7529812832450545
301,Taj Mahal,Uttar Pradesh,Historical,8.634308850859137,Nov-Feb,Year-round,Popular,3.5,0.0,,,Moderate,1.4259029265525776
302,Goa Beaches,Goa,Beach,7.64928107708147,Nov-Mar,Year-round,Hidden Gem,3.0,3.0,1.0,3.0,Budget,1.6388361515672119
303,Jaipur City,Rajasthan,City,9.356796584275807,Oct-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4280703897528275
304,Kerala Backwaters,Kerala,Nature,8.61120828898768,Sep-Mar,Year-round,Popular,4.0,1.0,0.0,1.0,Moderate,1.8337777790349468
305,Leh Ladakh,Jammu and Kashmir,Adventure,8.111872493591813,Apr-Jun,Year-round,Emerging,2.6666666666666665,3.0,1.1547005383792517,3.0,Budget,1.5068905924834093
306,Taj Mahal,Uttar Pradesh,Historical,8.4480644643696,Nov-Feb,Year-round,Emerging,3.5,0.0,,,Budget,1.425344193393109
307,Goa Beaches,Goa,Beach,8.41986035294417,Nov-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.4252595810588327
308,Jaipur City,Rajasthan,City,8.122052827503532,Oct-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.4243661584825107
309,Kerala Backwaters,Kerala,Nature,8.122685722841448,Sep-Mar,Year-round,Emerging,2.0,1.0,0.0,1.0,Budget,1.032312211336508
310,Leh Ladakh,Jammu and Kashmir,Adventure,7.862071974081125,Apr-Jun,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4235862159222434
311,Taj Mahal,Uttar Pradesh,Historical,8.093952306204637,Nov-Feb,Year-round,Emerging,4.0,1.0,0.0,1.0,Budget,1.8322260110865976
312,Goa Beaches,Goa,Beach,7.923067612961262,Nov-Mar,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.423769202838884
313,Jaipur City,Rajasthan,City,8.160495549722198,Oct-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.4244814866491666
314,Kerala Backwaters,Kerala,Nature,7.923207093856658,Sep-Mar,Year-round,Hidden Gem,4.0,1.0,0.0,1.0,Budget,1.8317137754495536
315,Leh Ladakh,Jammu and Kashmir,Adventure,7.746686189763855,Apr-Jun,Year-round,Hidden Gem,4.5,2.0,0.7071067811865476,2.0,Budget,2.1528237451697243
316,Taj Mahal,Uttar Pradesh,Historical,8.03328074273946,Nov-Feb,Year-round,Hidden Gem,1.0,1.0,0.0,1.0,Budget,0.632043996396202
317,Goa Beaches,Goa,Beach,8.61779577553025,Nov-Mar,Year-round,Popular,3.0,2.0,2.8284271247461903,2.0,Moderate,1.5554370739270238
318,Jaipur City,Rajasthan,City,7.79913244942954,Oct-Mar,Year-round,Hidden Gem,5.0,2.0,0.0,2.0,Budget,2.3529810839487215
319,Kerala Backwaters,Kerala,Nature,8.84963555984027,Sep-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.426548906679521
320,Leh Ladakh,Jammu and Kashmir,Adventure,8.353685271308148,Apr-Jun,Year-round,Emerging,4.0,2.0,1.4142135623730951,2.0,Budget,1.9546447424143574
321,Taj Mahal,Uttar Pradesh,Historical,9.146376228258996,Nov-Feb,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4274391286847772
322,Goa Beaches,Goa,Beach,7.875971584786738,Nov-Mar,Year-round,Hidden Gem,4.0,2.0,1.4142135623730951,2.0,Budget,1.953211601354793
323,Jaipur City,Rajasthan,City,8.130587468948864,Oct-Mar,Year-round,Emerging,3.5,2.0,2.1213203435596424,2.0,Budget,1.7539754490072796
324,Kerala Backwaters,Kerala,Nature,7.662104838922936,Sep-Mar,Year-round,Hidden Gem,3.0,1.0,0.0,1.0,Budget,1.4309304686847526
325,Leh Ladakh,Jammu and Kashmir,Adventure,7.767402106418881,Apr-Jun,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4233022063192569
326,Taj Mahal,Uttar Pradesh,Historical,8.206421939119537,Nov-Feb,Year-round,Emerging,4.0,2.0,1.4142135623730951,2.0,Budget,1.9542029524177915
327,Goa Beaches,Goa,Beach,8.382390141309063,Nov-Mar,Year-round,Emerging,2.5,2.0,2.1213203435596424,2.0,Budget,1.3547308570243601
328,Jaipur City,Rajasthan,City,8.631489840212462,Oct-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4258944695206375
329,Kerala Backwaters,Kerala,Nature,8.214897900478032,Sep-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.4246446937014343
330,Leh Ladakh,Jammu and Kashmir,Adventure,7.63573528781037,Apr-Jun,Year-round,Hidden Gem,3.5,0.0,,,Budget,1.4229072058634313
331,Taj Mahal,Uttar Pradesh,Historical,9.082935360672389,Nov-Feb,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4272488060820172
332,Goa Beaches,Goa,Beach,8.942874660350423,Nov-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4268286239810515
333,Jaipur City,Rajasthan,City,7.632343966795443,Oct-Mar,Year-round,Hidden Gem,3.0,2.0,2.8284271247461903,2.0,Budget,1.5524807185008194
334,Kerala Backwaters,Kerala,Nature,8.710665370439624,Sep-Mar,Year-round,Popular,2.5,2.0,2.1213203435596424,2.0,Moderate,1.3557156827117518
335,Leh Ladakh,Jammu and Kashmir,Adventure,9.310237104496576,Apr-Jun,Year-round,Top Attraction,4.0,1.0,0.0,1.0,Premium,1.8358748654814734
336,Taj Mahal,Uttar Pradesh,Historical,9.26879230848542,Nov-Feb,Year-round,Top Attraction,5.0,1.0,0.0,1.0,Premium,2.23575053109344
337,Goa Beaches,Goa,Beach,8.576362703436722,Nov-Mar,Year-round,Popular,3.5,0.0,,,Moderate,1.4257290881103104
338,Jaipur City,Rajasthan,City,8.139654822360953,Oct-Mar,Year-round,Emerging,5.0,1.0,0.0,1.0,Budget,2.2323631186350665
339,Kerala Backwaters,Kerala,Nature,8.568613099478302,Sep-Mar,Year-round,Popular,5.0,1.0,0.0,1.0,Moderate,2.2336499934664187
340,Leh Ladakh,Jammu and Kashmir,Adventure,9.051578730223218,Apr-Jun,Year-round,Top Attraction,4.0,1.0,0.0,1.0,Premium,1.8350988903586534
341,Taj Mahal,Uttar Pradesh,Historical,8.408281456588794,Nov-Feb,Year-round,Emerging,2.0,1.0,0.0,1.0,Budget,1.0331689985377501
342,Goa Beaches,Goa,Beach,9.379923842860553,Nov-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4281397715285817
343,Jaipur City,Rajasthan,City,7.873481445510227,Oct-Mar,Year-round,Hidden Gem,3.6666666666666665,3.0,0.5773502691896258,3.0,Budget,1.9061754193391647
344,Kerala Backwaters,Kerala,Nature,9.162324692301334,Sep-Mar,Year-round,Top Attraction,1.0,1.0,0.0,1.0,Premium,0.6354311282448877
345,Leh Ladakh,Jammu and Kashmir,Adventure,9.315488065792977,Apr-Jun,Year-round,Top Attraction,4.0,1.0,0.0,1.0,Premium,1.8358906183653627
346,Taj Mahal,Uttar Pradesh,Historical,8.969950615777162,Nov-Feb,Year-round,Popular,3.6666666666666665,3.0,1.1547005383792515,3.0,Moderate,1.9094648268499654
347,Goa Beaches,Goa,Beach,7.920959927553192,Nov-Mar,Year-round,Hidden Gem,2.0,2.0,1.4142135623730951,2.0,Budget,1.1533465663830926
348,Jaipur City,Rajasthan,City,8.013552975522641,Oct-Mar,Year-round,Hidden Gem,3.3333333333333335,3.0,2.0816659994661326,3.0,Budget,1.7732623005958685
349,Kerala Backwaters,Kerala,Nature,8.18621530520951,Sep-Mar,Year-round,Emerging,5.0,1.0,0.0,1.0,Budget,2.232502800083612
350,Leh Ladakh,Jammu and Kashmir,Adventure,7.950916521545693,Apr-Jun,Year-round,Hidden Gem,4.0,1.0,0.0,1.0,Budget,1.8317969037326207
351,Taj Mahal,Uttar Pradesh,Historical,8.488999182063221,Nov-Feb,Year-round,Emerging,1.6666666666666667,3.0,0.5773502691896257,3.0,Budget,1.1080219725488236
352,Goa Beaches,Goa,Beach,7.946596794608405,Nov-Mar,Year-round,Hidden Gem,3.0,1.0,0.0,1.0,Budget,1.431783944551809
353,Jaipur City,Rajasthan,City,9.29747082018926,Oct-Mar,Year-round,Top Attraction,3.5,0.0,,,Premium,1.4278924124605679
354,Kerala Backwaters,Kerala,Nature,7.760694703272286,Sep-Mar,Year-round,Hidden Gem,3.0,2.0,2.8284271247461903,2.0,Budget,1.55286577071025
355,Leh Ladakh,Jammu and Kashmir,Adventure,8.057546789498799,Apr-Jun,Year-round,Emerging,3.5,0.0,,,Budget,1.4241726403684964
356,Taj Mahal,Uttar Pradesh,Historical,8.606176983767309,Nov-Feb,Year-round,Popular,2.0,1.0,0.0,1.0,Moderate,1.0337626851192856
357,Goa Beaches,Goa,Beach,8.314502184896275,Nov-Mar,Year-round,Emerging,3.5,0.0,,,Budget,1.424943506554689
358,Jaipur City,Rajasthan,City,7.738761292909418,Oct-Mar,Year-round,Hidden Gem,2.0,2.0,1.4142135623730951,2.0,Budget,1.1527999704791612
359,Kerala Backwaters,Kerala,Nature,7.832207353651939,Sep-Mar,Year-round,Hidden Gem,4.0,1.0,0.0,1.0,Budget,1.8314407762289395
360,Leh Ladakh,Jammu and Kashmir,Adventure,8.117132891287836,Apr-Jun,Year-round,Emerging,2.0,2.0,1.4142135623730951,2.0,Budget,1.1539350852742964
361,Taj Mahal,Uttar Pradesh,Historical,8.134764369094412,Nov-Feb,Year-round,Emerging,3.0,2.0,1.4142135623730951,2.0,Budget,1.5539879797077163
